file_path,attribute_label
deep_fashion/test/00108.jpg,4 9 13
deep_fashion/test/00109.jpg,7
deep_fashion/test/00110.jpg,6 14
deep_fashion/test/00111.jpg,0 2
deep_fashion/test/00112.jpg,5 7
deep_fashion/test/00113.jpg,0
deep_fashion/test/00114.jpg,0
deep_fashion/test/00115.jpg,6 14
deep_fashion/test/00116.jpg,1 6 14
deep_fashion/test/00117.jpg,9
deep_fashion/test/00118.jpg,1
deep_fashion/test/00119.jpg,0 2 9
deep_fashion/test/00120.jpg,6
deep_fashion/test/00121.jpg,11 12
deep_fashion/test/00122.jpg,1
deep_fashion/test/00123.jpg,4
deep_fashion/test/00124.jpg,5 9
deep_fashion/test/00125.jpg,2 4 13
deep_fashion/test/00126.jpg,1 9
deep_fashion/test/00127.jpg,5 6 14
deep_fashion/test/00128.jpg,4 8
deep_fashion/test/00129.jpg,6
deep_fashion/test/00130.jpg,11 12
deep_fashion/test/00131.jpg,7
deep_fashion/test/00132.jpg,4
deep_fashion/test/00133.jpg,0
deep_fashion/test/00134.jpg,1 14
deep_fashion/test/00135.jpg,6
deep_fashion/test/00136.jpg,0
deep_fashion/test/00137.jpg,6 14
deep_fashion/test/00138.jpg,1 3
deep_fashion/test/00139.jpg,7
deep_fashion/test/00140.jpg,8 10
deep_fashion/test/00141.jpg,0 2 3 5 8
deep_fashion/test/00142.jpg,3 5
deep_fashion/test/00143.jpg,4 13
deep_fashion/test/00144.jpg,1
deep_fashion/test/00145.jpg,4 8
deep_fashion/test/00146.jpg,7
deep_fashion/test/00147.jpg,0 2
deep_fashion/test/00148.jpg,0 2
deep_fashion/test/00149.jpg,7
deep_fashion/test/00150.jpg,0 2
deep_fashion/test/00151.jpg,1
deep_fashion/test/00152.jpg,0 9
deep_fashion/test/00153.jpg,0 2
deep_fashion/test/00154.jpg,3
deep_fashion/test/00155.jpg,1
deep_fashion/test/00156.jpg,0 3 5
deep_fashion/test/00157.jpg,0
deep_fashion/test/00158.jpg,0
deep_fashion/test/00159.jpg,3 4 8
deep_fashion/test/00160.jpg,0 1
deep_fashion/test/00161.jpg,1
deep_fashion/test/00162.jpg,1
deep_fashion/test/00163.jpg,0 10
deep_fashion/test/00164.jpg,0 10
deep_fashion/test/00165.jpg,6 14
deep_fashion/test/00166.jpg,1 4
deep_fashion/test/00167.jpg,7
deep_fashion/test/00168.jpg,6 14
deep_fashion/test/00169.jpg,1 6 14
deep_fashion/test/00170.jpg,0 2 7
deep_fashion/test/00171.jpg,1
deep_fashion/test/00172.jpg,3 5 8
deep_fashion/test/00173.jpg,1
deep_fashion/test/00174.jpg,8
deep_fashion/test/00175.jpg,1 4
deep_fashion/test/00176.jpg,9
deep_fashion/test/00177.jpg,0 2
deep_fashion/test/00178.jpg,0
deep_fashion/test/00179.jpg,7
deep_fashion/test/00180.jpg,0 5
deep_fashion/test/00181.jpg,6 14
deep_fashion/test/00182.jpg,
deep_fashion/test/00183.jpg,4 13
deep_fashion/test/00184.jpg,0 3 5 8
deep_fashion/test/00185.jpg,0
deep_fashion/test/00186.jpg,3 5
deep_fashion/test/00187.jpg,7 11 12
deep_fashion/test/00188.jpg,5 6
deep_fashion/test/00189.jpg,1 3
deep_fashion/test/00190.jpg,1 3
deep_fashion/test/00191.jpg,0
deep_fashion/test/00192.jpg,0
deep_fashion/test/00193.jpg,6 14
deep_fashion/test/00194.jpg,0
deep_fashion/test/00195.jpg,5 8
deep_fashion/test/00196.jpg,0 2 8
deep_fashion/test/00197.jpg,1
deep_fashion/test/00198.jpg,1
deep_fashion/test/00199.jpg,6 14
deep_fashion/test/00200.jpg,4 13
deep_fashion/test/00201.jpg,11 12
deep_fashion/test/00202.jpg,1 3
deep_fashion/test/00203.jpg,0 2 9
deep_fashion/test/00204.jpg,7
deep_fashion/test/00205.jpg,0 2
deep_fashion/test/00206.jpg,11 12
deep_fashion/test/00207.jpg,0 2
deep_fashion/test/00208.jpg,0 7
deep_fashion/test/00209.jpg,1 6 14
deep_fashion/test/00210.jpg,0 2
deep_fashion/test/00211.jpg,6 14
deep_fashion/test/00212.jpg,3 4
deep_fashion/test/00213.jpg,0 2
deep_fashion/test/00214.jpg,11
deep_fashion/test/00215.jpg,3 4 5 8
deep_fashion/test/00216.jpg,5 9
deep_fashion/test/00217.jpg,0 3 5
deep_fashion/test/00218.jpg,1
deep_fashion/test/00219.jpg,1 3
deep_fashion/test/00220.jpg,6 14
deep_fashion/test/00221.jpg,1 3
deep_fashion/test/00222.jpg,1 6 14
deep_fashion/test/00223.jpg,1
deep_fashion/test/00224.jpg,10
deep_fashion/test/00225.jpg,1 3
deep_fashion/test/00226.jpg,7
deep_fashion/test/00227.jpg,11 12
deep_fashion/test/00228.jpg,0 2
deep_fashion/test/00229.jpg,0 5 9
deep_fashion/test/00230.jpg,0 2
deep_fashion/test/00231.jpg,7
deep_fashion/test/00232.jpg,1 3
deep_fashion/test/00233.jpg,0 2
deep_fashion/test/00234.jpg,4
deep_fashion/test/00235.jpg,2 4
deep_fashion/test/00236.jpg,9
deep_fashion/test/00237.jpg,7
deep_fashion/test/00238.jpg,0 2
deep_fashion/test/00239.jpg,3 5 8
deep_fashion/test/00240.jpg,0 6 14
deep_fashion/test/00241.jpg,11 12
deep_fashion/test/00242.jpg,7
deep_fashion/test/00243.jpg,1 6 14
deep_fashion/test/00244.jpg,1
deep_fashion/test/00245.jpg,7
deep_fashion/test/00246.jpg,3 4
deep_fashion/test/00247.jpg,1 3 8
deep_fashion/test/00248.jpg,1 3
deep_fashion/test/00249.jpg,0 3 5
deep_fashion/test/00250.jpg,1
deep_fashion/test/00251.jpg,0 9
deep_fashion/test/00252.jpg,6 9
deep_fashion/test/00253.jpg,6 14
deep_fashion/test/00254.jpg,6 14
deep_fashion/test/00255.jpg,1
deep_fashion/test/00256.jpg,0 2
deep_fashion/test/00257.jpg,0 2
deep_fashion/test/00258.jpg,7
deep_fashion/test/00259.jpg,1
deep_fashion/test/00260.jpg,0 2
deep_fashion/test/00261.jpg,0 2 10
deep_fashion/test/00262.jpg,2 4 13
deep_fashion/test/00263.jpg,0
deep_fashion/test/00264.jpg,6 7
deep_fashion/test/00265.jpg,11 12
deep_fashion/test/00266.jpg,1
deep_fashion/test/00267.jpg,1 9
deep_fashion/test/00268.jpg,0 2
deep_fashion/test/00269.jpg,9
deep_fashion/test/00270.jpg,0 5
deep_fashion/test/00271.jpg,8 12
deep_fashion/test/00272.jpg,0 2
deep_fashion/test/00273.jpg,0 9
deep_fashion/test/00274.jpg,9
deep_fashion/test/00275.jpg,0 10
deep_fashion/test/00276.jpg,0 6 14
deep_fashion/test/00277.jpg,4
deep_fashion/test/00278.jpg,6 9
deep_fashion/test/00279.jpg,0
deep_fashion/test/00280.jpg,6 7
deep_fashion/test/00281.jpg,0
deep_fashion/test/00282.jpg,3 5 8
deep_fashion/test/00283.jpg,1 10
deep_fashion/test/00284.jpg,4
deep_fashion/test/00285.jpg,1
deep_fashion/test/00286.jpg,8 10
deep_fashion/test/00287.jpg,1 9
deep_fashion/test/00288.jpg,1
deep_fashion/test/00289.jpg,0 2
deep_fashion/test/00290.jpg,0 2 10
deep_fashion/test/00291.jpg,3 4 8
deep_fashion/test/00292.jpg,1 6 14
deep_fashion/test/00293.jpg,0 2
deep_fashion/test/00294.jpg,11 12
deep_fashion/test/00295.jpg,0 2
deep_fashion/test/00296.jpg,0
deep_fashion/test/00297.jpg,7
deep_fashion/test/00298.jpg,7
deep_fashion/test/00299.jpg,1 3
deep_fashion/test/00300.jpg,6 14
deep_fashion/test/00301.jpg,0 2
deep_fashion/test/00302.jpg,0
deep_fashion/test/00303.jpg,0
deep_fashion/test/00304.jpg,11 12
deep_fashion/test/00305.jpg,5 8
deep_fashion/test/00306.jpg,1 6 14
deep_fashion/test/00307.jpg,1 6 14
deep_fashion/test/00308.jpg,9
deep_fashion/test/00309.jpg,0 3
deep_fashion/test/00310.jpg,8 10
deep_fashion/test/00311.jpg,3 8
deep_fashion/test/00312.jpg,1 4
deep_fashion/test/00313.jpg,0 13
deep_fashion/test/00314.jpg,0 5 7
deep_fashion/test/00315.jpg,4 5
deep_fashion/test/00316.jpg,6 14
deep_fashion/test/00317.jpg,1 3
deep_fashion/test/00318.jpg,0 10
deep_fashion/test/00319.jpg,1 2 4 13
deep_fashion/test/00320.jpg,
deep_fashion/test/00321.jpg,1
deep_fashion/test/00322.jpg,0 2
deep_fashion/test/00323.jpg,2 4 13
deep_fashion/test/00324.jpg,1 3
deep_fashion/test/00325.jpg,0 2
deep_fashion/test/00326.jpg,0 2
deep_fashion/test/00327.jpg,6 14
deep_fashion/test/00328.jpg,0
deep_fashion/test/00329.jpg,0 2
deep_fashion/test/00330.jpg,1
deep_fashion/test/00331.jpg,6 14
deep_fashion/test/00332.jpg,
deep_fashion/test/00333.jpg,13
deep_fashion/test/00334.jpg,7 11 12
deep_fashion/test/00335.jpg,
deep_fashion/test/00336.jpg,3 8
deep_fashion/test/00337.jpg,6 9
deep_fashion/test/00338.jpg,0 4 13
deep_fashion/test/00339.jpg,1 11
deep_fashion/test/00340.jpg,0 2 10
deep_fashion/test/00341.jpg,7
deep_fashion/test/00342.jpg,0 3 5 8
deep_fashion/test/00343.jpg,0 6 14
deep_fashion/test/00344.jpg,
deep_fashion/test/00345.jpg,0 2 9
deep_fashion/test/00346.jpg,0 2
deep_fashion/test/00347.jpg,
deep_fashion/test/00348.jpg,0 5
deep_fashion/test/00349.jpg,6 10 14
deep_fashion/test/00350.jpg,0
deep_fashion/test/00351.jpg,5
deep_fashion/test/00352.jpg,11 12
deep_fashion/test/00353.jpg,0 2 9
deep_fashion/test/00354.jpg,1
deep_fashion/test/00355.jpg,11 12
deep_fashion/test/00356.jpg,11 12
deep_fashion/test/00357.jpg,0 2 3 4 5 8
deep_fashion/test/00358.jpg,7
deep_fashion/test/00359.jpg,5
deep_fashion/test/00360.jpg,1 14
deep_fashion/test/00361.jpg,4
deep_fashion/test/00362.jpg,2 4
deep_fashion/test/00363.jpg,0
deep_fashion/test/00364.jpg,10
deep_fashion/test/00365.jpg,0 10
deep_fashion/test/00366.jpg,7
deep_fashion/test/00367.jpg,0
deep_fashion/test/00368.jpg,6 14
deep_fashion/test/00369.jpg,7
deep_fashion/test/00370.jpg,7
deep_fashion/test/00371.jpg,6 9
deep_fashion/test/00372.jpg,0
deep_fashion/test/00373.jpg,11 12
deep_fashion/test/00374.jpg,1 11
deep_fashion/test/00375.jpg,3 4
deep_fashion/test/00376.jpg,0 2
deep_fashion/test/00377.jpg,12
deep_fashion/test/00378.jpg,6 14
deep_fashion/test/00379.jpg,0 2
deep_fashion/test/00380.jpg,13
deep_fashion/test/00381.jpg,0
deep_fashion/test/00382.jpg,0 2
deep_fashion/test/00383.jpg,3
deep_fashion/test/00384.jpg,2 4
deep_fashion/test/00385.jpg,
deep_fashion/test/00386.jpg,0 2
deep_fashion/test/00387.jpg,11 12
deep_fashion/test/00388.jpg,
deep_fashion/test/00389.jpg,8 10
deep_fashion/test/00390.jpg,4 13
deep_fashion/test/00391.jpg,6 14
deep_fashion/test/00392.jpg,0
deep_fashion/test/00393.jpg,0 2 3 4 8 13
deep_fashion/test/00394.jpg,9
deep_fashion/test/00395.jpg,0
deep_fashion/test/00396.jpg,1 6 14
deep_fashion/test/00397.jpg,0
deep_fashion/test/00398.jpg,1 9
deep_fashion/test/00399.jpg,5
deep_fashion/test/00400.jpg,0 5
deep_fashion/test/00401.jpg,
deep_fashion/test/00402.jpg,1 13
deep_fashion/test/00403.jpg,0 9
deep_fashion/test/00404.jpg,4 5 8
deep_fashion/test/00405.jpg,5 8
deep_fashion/test/00406.jpg,1 9
deep_fashion/test/00407.jpg,1
deep_fashion/test/00408.jpg,6 14
deep_fashion/test/00409.jpg,11 12
deep_fashion/test/00410.jpg,1 3
deep_fashion/test/00411.jpg,0 2 10
deep_fashion/test/00412.jpg,10
deep_fashion/test/00413.jpg,1
deep_fashion/test/00414.jpg,9
deep_fashion/test/00415.jpg,10
deep_fashion/test/00416.jpg,0 2
deep_fashion/test/00417.jpg,3 4 8
deep_fashion/test/00418.jpg,0 5 9
deep_fashion/test/00419.jpg,3 5 8
deep_fashion/test/00420.jpg,4 13
deep_fashion/test/00421.jpg,0
deep_fashion/test/00422.jpg,6 14
deep_fashion/test/00423.jpg,1
deep_fashion/test/00424.jpg,1
deep_fashion/test/00425.jpg,0 3 5
deep_fashion/test/00426.jpg,3 4 8
deep_fashion/test/00427.jpg,7
deep_fashion/test/00428.jpg,6 14
deep_fashion/test/00429.jpg,6 14
deep_fashion/test/00430.jpg,2 4 13
deep_fashion/test/00431.jpg,3 5 8
deep_fashion/test/00432.jpg,0 2
deep_fashion/test/00433.jpg,1 3
deep_fashion/test/00434.jpg,0
deep_fashion/test/00435.jpg,1 13
deep_fashion/test/00436.jpg,1 11
deep_fashion/test/00437.jpg,11 12
deep_fashion/test/00438.jpg,1
deep_fashion/test/00439.jpg,0 10
deep_fashion/test/00440.jpg,0 2
deep_fashion/test/00441.jpg,6 14
deep_fashion/test/00442.jpg,6 14
deep_fashion/test/00443.jpg,1 3
deep_fashion/test/00444.jpg,
deep_fashion/test/00445.jpg,6 14
deep_fashion/test/00446.jpg,0 2 7
deep_fashion/test/00447.jpg,7
deep_fashion/test/00448.jpg,0
deep_fashion/test/00449.jpg,6 14
deep_fashion/test/00450.jpg,10
deep_fashion/test/00451.jpg,0
deep_fashion/test/00452.jpg,6 14
deep_fashion/test/00453.jpg,1
deep_fashion/test/00454.jpg,1 11 12
deep_fashion/test/00455.jpg,0 2
deep_fashion/test/00456.jpg,4 9 13
deep_fashion/test/00457.jpg,11 12
deep_fashion/test/00458.jpg,7
deep_fashion/test/00459.jpg,6 14
deep_fashion/test/00460.jpg,6 14
deep_fashion/test/00461.jpg,11 12
deep_fashion/test/00462.jpg,0 2
deep_fashion/test/00463.jpg,6 14
deep_fashion/test/00464.jpg,0 2
deep_fashion/test/00465.jpg,11 12
deep_fashion/test/00466.jpg,2 4 13
deep_fashion/test/00467.jpg,5 12
deep_fashion/test/00468.jpg,1 9
deep_fashion/test/00469.jpg,
deep_fashion/test/00470.jpg,
deep_fashion/test/00471.jpg,2 4 8
deep_fashion/test/00472.jpg,1 3
deep_fashion/test/00473.jpg,1 11 12
deep_fashion/test/00474.jpg,3 5 8
deep_fashion/test/00475.jpg,5
deep_fashion/test/00476.jpg,0 2
deep_fashion/test/00477.jpg,0
deep_fashion/test/00478.jpg,0
deep_fashion/test/00479.jpg,0
deep_fashion/test/00480.jpg,0 9
deep_fashion/test/00481.jpg,1
deep_fashion/test/00482.jpg,1
deep_fashion/test/00483.jpg,0
deep_fashion/test/00484.jpg,0 2 10
deep_fashion/test/00485.jpg,3 6
deep_fashion/test/00486.jpg,3 10
deep_fashion/test/00487.jpg,1 3
deep_fashion/test/00488.jpg,6 14
deep_fashion/test/00489.jpg,5
deep_fashion/test/00490.jpg,5
deep_fashion/test/00491.jpg,3 8
deep_fashion/test/00492.jpg,11 12
deep_fashion/test/00493.jpg,1
deep_fashion/test/00494.jpg,0 2
deep_fashion/test/00495.jpg,0 10
deep_fashion/test/00496.jpg,0 9
deep_fashion/test/00497.jpg,1
deep_fashion/test/00498.jpg,3 5
deep_fashion/test/00499.jpg,7 9
deep_fashion/test/00500.jpg,11 12
deep_fashion/test/00501.jpg,0 2
deep_fashion/test/00502.jpg,1
deep_fashion/test/00503.jpg,
deep_fashion/test/00504.jpg,0 10
deep_fashion/test/00505.jpg,6 14
deep_fashion/test/00506.jpg,9
deep_fashion/test/00507.jpg,0 7
deep_fashion/test/00508.jpg,1
deep_fashion/test/00509.jpg,0 2 3 8
deep_fashion/test/00510.jpg,3 5
deep_fashion/test/00511.jpg,0 2
deep_fashion/test/00512.jpg,11 12
deep_fashion/test/00513.jpg,
deep_fashion/test/00514.jpg,0
deep_fashion/test/00515.jpg,0 2
deep_fashion/test/00516.jpg,7
deep_fashion/test/00517.jpg,6 14
deep_fashion/test/00518.jpg,11 12
deep_fashion/test/00519.jpg,0 5
deep_fashion/test/00520.jpg,0 5
deep_fashion/test/00521.jpg,7
deep_fashion/test/00522.jpg,0 6 7
deep_fashion/test/00523.jpg,4 13
deep_fashion/test/00524.jpg,6 14
deep_fashion/test/00525.jpg,7
deep_fashion/test/00526.jpg,0 6 10 14
deep_fashion/test/00527.jpg,0 2
deep_fashion/test/00528.jpg,
deep_fashion/test/00529.jpg,0 5
deep_fashion/test/00530.jpg,11 12
deep_fashion/test/00531.jpg,0 2 5 8
deep_fashion/test/00532.jpg,7
deep_fashion/test/00533.jpg,1 3
deep_fashion/test/00534.jpg,10
deep_fashion/test/00535.jpg,0
deep_fashion/test/00536.jpg,11 12
deep_fashion/test/00537.jpg,9
deep_fashion/test/00538.jpg,1 6
deep_fashion/test/00539.jpg,1 10
deep_fashion/test/00540.jpg,0 2
deep_fashion/test/00541.jpg,7
deep_fashion/test/00542.jpg,7 9
deep_fashion/test/00543.jpg,0 2
deep_fashion/test/00544.jpg,0 2
deep_fashion/test/00545.jpg,
deep_fashion/test/00546.jpg,6 14
deep_fashion/test/00547.jpg,1
deep_fashion/test/00548.jpg,1 3
deep_fashion/test/00549.jpg,5
deep_fashion/test/00550.jpg,0 2 4
deep_fashion/test/00551.jpg,0
deep_fashion/test/00552.jpg,0 1
deep_fashion/test/00553.jpg,7
deep_fashion/test/00554.jpg,7 9
deep_fashion/test/00555.jpg,3 8
deep_fashion/test/00556.jpg,1
deep_fashion/test/00557.jpg,6 14
deep_fashion/test/00558.jpg,0 2
deep_fashion/test/00559.jpg,
deep_fashion/test/00560.jpg,5
deep_fashion/test/00561.jpg,0
deep_fashion/test/00562.jpg,1
deep_fashion/test/00563.jpg,7
deep_fashion/test/00564.jpg,5 11 12
deep_fashion/test/00565.jpg,1 3
deep_fashion/test/00566.jpg,6 9
deep_fashion/test/00567.jpg,2 4 13
deep_fashion/test/00568.jpg,1 6 14
deep_fashion/test/00569.jpg,1
deep_fashion/test/00570.jpg,1
deep_fashion/test/00571.jpg,0 2 8
deep_fashion/test/00572.jpg,1 3
deep_fashion/test/00573.jpg,0 2 8
deep_fashion/test/00574.jpg,6 14
deep_fashion/test/00575.jpg,0
deep_fashion/test/00576.jpg,8
deep_fashion/test/00577.jpg,4 9 13
deep_fashion/test/00578.jpg,1 11 12
deep_fashion/test/00579.jpg,10
deep_fashion/test/00580.jpg,5 6 14
deep_fashion/test/00581.jpg,4 13
deep_fashion/test/00582.jpg,3
deep_fashion/test/00583.jpg,0
deep_fashion/test/00584.jpg,9
deep_fashion/test/00585.jpg,3 8
deep_fashion/test/00586.jpg,0
deep_fashion/test/00587.jpg,0 2
deep_fashion/test/00588.jpg,2 4 8
deep_fashion/test/00589.jpg,0
deep_fashion/test/00590.jpg,0 2
deep_fashion/test/00591.jpg,
deep_fashion/test/00592.jpg,0 9
deep_fashion/test/00593.jpg,7
deep_fashion/test/00594.jpg,11
deep_fashion/test/00595.jpg,0 2
deep_fashion/test/00596.jpg,1
deep_fashion/test/00597.jpg,7
deep_fashion/test/00598.jpg,6 14
deep_fashion/test/00599.jpg,7
deep_fashion/test/00600.jpg,0 2
deep_fashion/test/00601.jpg,0 2
deep_fashion/test/00602.jpg,11 12
deep_fashion/test/00603.jpg,4 13
deep_fashion/test/00604.jpg,7 10
deep_fashion/test/00605.jpg,6 14
deep_fashion/test/00606.jpg,0 2
deep_fashion/test/00607.jpg,1
deep_fashion/test/00608.jpg,0 3 5 8
deep_fashion/test/00609.jpg,0 2 4 9 13
deep_fashion/test/00610.jpg,6 7 9 14
deep_fashion/test/00611.jpg,0 3 5
deep_fashion/test/00612.jpg,1 6 10
deep_fashion/test/00613.jpg,1 3
deep_fashion/test/00614.jpg,0 2
deep_fashion/test/00615.jpg,1
deep_fashion/test/00616.jpg,1 6
deep_fashion/test/00617.jpg,0 3 5 8
deep_fashion/test/00618.jpg,6 14
deep_fashion/test/00619.jpg,1
deep_fashion/test/00620.jpg,0 3 5
deep_fashion/test/00621.jpg,0 2
deep_fashion/test/00622.jpg,6 14
deep_fashion/test/00623.jpg,1 3
deep_fashion/test/00624.jpg,0
deep_fashion/test/00625.jpg,0
deep_fashion/test/00626.jpg,1 3
deep_fashion/test/00627.jpg,6
deep_fashion/test/00628.jpg,4 13
deep_fashion/test/00629.jpg,1
deep_fashion/test/00630.jpg,11
deep_fashion/test/00631.jpg,9
deep_fashion/test/00632.jpg,0 2
deep_fashion/test/00633.jpg,3 5 8
deep_fashion/test/00634.jpg,0
deep_fashion/test/00635.jpg,1 3
deep_fashion/test/00636.jpg,1
deep_fashion/test/00637.jpg,1
deep_fashion/test/00638.jpg,2 4 9 13
deep_fashion/test/00639.jpg,0
deep_fashion/test/00640.jpg,6 14
deep_fashion/test/00641.jpg,1 11
deep_fashion/test/00642.jpg,7
deep_fashion/test/00643.jpg,1
deep_fashion/test/00644.jpg,0 1
deep_fashion/test/00645.jpg,3 4
deep_fashion/test/00646.jpg,1
deep_fashion/test/00647.jpg,2
deep_fashion/test/00648.jpg,4 11
deep_fashion/test/00649.jpg,2 4 10
deep_fashion/test/00650.jpg,4 8 10 12
deep_fashion/test/00651.jpg,7
deep_fashion/test/00652.jpg,1 9
deep_fashion/test/00653.jpg,0 1
deep_fashion/test/00654.jpg,11 12
deep_fashion/test/00655.jpg,1
deep_fashion/test/00656.jpg,0
deep_fashion/test/00657.jpg,11 12
deep_fashion/test/00658.jpg,0 1 9
deep_fashion/test/00659.jpg,4 13
deep_fashion/test/00660.jpg,6 14
deep_fashion/test/00661.jpg,0 2 4
deep_fashion/test/00662.jpg,3 9
deep_fashion/test/00663.jpg,10
deep_fashion/test/00664.jpg,1 3
deep_fashion/test/00665.jpg,0 5
deep_fashion/test/00666.jpg,3
deep_fashion/test/00667.jpg,3 8
deep_fashion/test/00668.jpg,3 4 5 8
deep_fashion/test/00669.jpg,0 3 5
deep_fashion/test/00670.jpg,0 2
deep_fashion/test/00671.jpg,0
deep_fashion/test/00672.jpg,11 12
deep_fashion/test/00673.jpg,0 2
deep_fashion/test/00674.jpg,0 1 10
deep_fashion/test/00675.jpg,0 5
deep_fashion/test/00676.jpg,3 5 8
deep_fashion/test/00677.jpg,6 14
deep_fashion/test/00678.jpg,1 6
deep_fashion/test/00679.jpg,1
deep_fashion/test/00680.jpg,0 1
deep_fashion/test/00681.jpg,10
deep_fashion/test/00682.jpg,0 2
deep_fashion/test/00683.jpg,0 2
deep_fashion/test/00684.jpg,3 5 8
deep_fashion/test/00685.jpg,4
deep_fashion/test/00686.jpg,4 13
deep_fashion/test/00687.jpg,2 4 10
deep_fashion/test/00688.jpg,11 12
deep_fashion/test/00689.jpg,8 10
deep_fashion/test/00690.jpg,7
deep_fashion/test/00691.jpg,0 2 10
deep_fashion/test/00692.jpg,0 1
deep_fashion/test/00693.jpg,11 12
deep_fashion/test/00694.jpg,1 3
deep_fashion/test/00695.jpg,1 9 13
deep_fashion/test/00696.jpg,0
deep_fashion/test/00697.jpg,7
deep_fashion/test/00698.jpg,0 2 5
deep_fashion/test/00699.jpg,1 3
deep_fashion/test/00700.jpg,1
deep_fashion/test/00701.jpg,1 4 13
deep_fashion/test/00702.jpg,0 2
deep_fashion/test/00703.jpg,0 2
deep_fashion/test/00704.jpg,0
deep_fashion/test/00705.jpg,9
deep_fashion/test/00706.jpg,0 6
deep_fashion/test/00707.jpg,0 2
deep_fashion/test/00708.jpg,1 6 14
deep_fashion/test/00709.jpg,1
